Order ID,Customer ID,IDSeller,Order Date,Ship Date,Postal Code,IDShip,IDSegment,Returned
US-2016-155103,JF-15190,3,2016-02-12,2016-07-12,10024,1,3,Not
CA-2016-149762,RD-19720,2,2016-03-12,2016-07-12,95037,1,3,Not
CA-2016-127250,SF-20200,2,2016-03-11,2016-07-11,98270,1,3,Not
CA-2016-129196,XP-21865,1,2016-01-11,2016-07-11,60610,1,3,Not
CA-2016-144092,LH-17155,2,2016-05-11,2016-07-11,95123,2,3,Not
CA-2016-157280,LW-17125,4,2016-05-11,2016-07-11,23464,3,3,Yes
CA-2016-134180,JP-16135,3,2016-03-11,2016-07-11,19120,1,1,Not
CA-2016-103919,TP-21565,1,2016-03-10,2016-07-10,75051,1,2,Not
US-2016-157490,LB-16795,2,2016-06-10,2016-07-10,81001,3,1,Yes
CA-2016-101672,DB-12910,2,2016-03-10,2016-07-10,92630,1,1,Not
CA-2016-110366,JD-15895,3,2016-05-09,2016-07-09,19140,2,2,Not
CA-2016-115756,PK-19075,1,2016-05-09,2016-07-09,48227,2,3,Not
CA-2016-136231,DM-13015,4,2016-05-09,2016-07-09,37604,2,3,Not
CA-2016-149195,DM-13525,1,2016-05-09,2016-07-09,77070,2,2,Not
CA-2016-149783,DL-13315,4,2016-04-09,2016-07-09,37918,2,3,Not
CA-2016-151561,PG-18820,3,2016-01-09,2016-07-09,10011,1,3,Not
CA-2016-136595,EM-13825,1,2016-05-09,2016-07-09,77036,3,2,Not
US-2016-104815,RB-19570,1,2016-03-09,2016-07-09,60610,1,3,Not
CA-2016-112739,RD-19810,1,2016-02-09,2016-07-09,77070,2,1,Not
CA-2016-139409,FW-14395,3,2016-05-09,2016-07-09,10011,3,2,Not
CA-2016-158869,AH-10690,3,2016-06-08,2016-07-08,10024,3,2,Not
CA-2016-149314,GB-14530,2,2016-02-07,2016-07-07,90004,2,2,Not
CA-2016-168543,DK-13225,3,2016-03-07,2016-07-07,10035,1,2,Not
CA-2016-127369,DB-13060,3,2016-06-06,2016-07-06,1852,3,3,Not
CA-2016-110982,CK-12205,2,2016-05-06,2016-07-06,95051,3,3,Not
US-2016-167472,CK-12595,4,2016-06-06,2016-07-06,72209,3,3,Not
CA-2016-148698,BD-11770,1,2016-02-05,2016-07-05,77070,1,3,Not
CA-2016-145247,ND-18370,4,2016-05-05,2016-07-05,40214,3,3,Not
CA-2016-126165,AH-10465,2,2016-05-05,2016-07-05,94109,2,3,Not
CA-2016-120796,CS-11950,3,2016-03-04,2016-07-04,19140,1,3,Not
US-2016-160206,MY-18295,1,2016-01-04,2016-07-04,53209,1,2,Not
CA-2016-106894,CA-12265,4,2016-07-02,2016-07-02,22153,4,3,Not
CA-2016-147431,AB-10105,3,2016-02-02,2016-07-02,10011,1,3,Not
CA-2016-154067,SM-20950,2,2016-01-02,2016-07-02,90036,1,2,Not
CA-2016-134474,AJ-10795,4,2016-05-01,2016-07-01,32216,2,2,Not
CA-2016-160304,BM-11575,3,2016-02-01,2016-07-01,20877,1,2,Not
US-2016-142685,MG-17695,3,2016-06-23,2016-06-30,14215,1,3,Not
CA-2016-101987,HL-15040,1,2016-06-24,2016-06-30,47374,1,3,Not
CA-2016-152331,LD-16855,1,2016-06-26,2016-06-30,60653,1,2,Not
CA-2016-154767,BP-11155,3,2016-06-28,2016-06-30,7501,2,3,Not
CA-2016-162355,PF-19165,4,2016-06-30,2016-06-30,30328,2,3,Not
CA-2016-135594,AH-10120,1,2016-06-30,2016-06-30,60505,2,1,Not
US-2016-158708,AB-10255,1,2016-06-26,2016-06-29,75023,2,1,Not
CA-2016-140543,Co-12640,4,2016-06-29,2016-06-29,29501,2,3,Not
US-2016-152051,TS-21160,3,2016-06-25,2016-06-29,17403,1,2,Yes
CA-2016-118913,AS-10240,2,2016-06-25,2016-06-29,90049,1,3,Not
CA-2016-130680,BD-11320,2,2016-06-24,2016-06-29,92024,1,3,Yes
CA-2016-161928,AC-10660,2,2016-06-27,2016-06-29,94109,2,3,Not
CA-2016-140501,IM-15070,3,2016-06-23,2016-06-28,10009,1,3,Not
CA-2016-110044,RF-19735,1,2016-06-28,2016-06-28,60610,2,3,Not
CA-2016-161095,CS-12250,2,2016-06-28,2016-06-28,90032,4,2,Not
CA-2016-166240,DH-13075,1,2016-06-24,2016-06-28,77095,1,2,Not
CA-2016-153577,KH-16330,1,2016-06-27,2016-06-27,60035,1,2,Not
US-2016-154256,SM-20005,3,2016-06-23,2016-06-27,10035,2,3,Not
CA-2016-101693,LC-17140,1,2016-06-25,2016-06-27,77070,2,3,Not
CA-2016-100790,JG-15805,3,2016-06-26,2016-06-26,10024,1,2,Not
CA-2016-119445,GM-14500,3,2016-06-26,2016-06-26,2908,1,3,Not
CA-2016-108581,EA-14035,1,2016-06-20,2016-06-26,75007,1,2,Not
CA-2016-114951,DN-13690,2,2016-06-26,2016-06-26,94109,1,3,Not
CA-2016-119865,AS-10090,3,2016-06-21,2016-06-26,10011,1,3,Not
CA-2016-118101,SN-20560,1,2016-06-26,2016-06-26,48066,4,1,Not
CA-2016-144015,AH-10075,2,2016-06-26,2016-06-26,90036,4,2,Not
CA-2016-102127,VP-21760,3,2016-06-26,2016-06-26,10035,1,2,Not
CA-2016-100300,MJ-17740,2,2016-06-24,2016-06-26,92037,2,3,Not
CA-2016-160234,PF-19225,4,2016-06-26,2016-06-26,30318,1,3,Not
CA-2016-169194,LH-16900,3,2016-06-20,2016-06-25,19901,1,3,Not
CA-2016-152534,DP-13105,2,2016-06-20,2016-06-25,93905,2,2,Not
CA-2016-140382,RD-19900,2,2016-06-23,2016-06-25,94109,2,3,Not
CA-2016-149965,BS-11365,1,2016-06-20,2016-06-25,73120,1,2,Not
CA-2016-168361,KB-16600,1,2016-06-21,2016-06-25,60623,1,2,Not
CA-2016-140081,CG-12040,3,2016-06-20,2016-06-24,19120,1,1,Not
CA-2016-129861,DM-13345,3,2016-06-17,2016-06-23,14609,1,2,Not
CA-2016-159345,IG-15085,2,2016-06-17,2016-06-22,92024,1,3,Yes
CA-2016-133613,CP-12340,3,2016-06-17,2016-06-22,6708,1,2,Not
CA-2016-137127,JJ-15445,3,2016-06-16,2016-06-22,19711,1,3,Not
CA-2016-141397,RC-19825,2,2016-06-20,2016-06-21,91104,3,3,Not
US-2016-163461,BT-11440,1,2016-06-18,2016-06-21,60423,3,3,Not
CA-2016-155747,JS-15685,3,2016-06-14,2016-06-21,19140,1,2,Not
CA-2016-105760,KC-16255,2,2016-06-19,2016-06-20,94110,3,2,Not
CA-2016-145842,FM-14380,3,2016-06-17,2016-06-20,10024,2,3,Not
CA-2016-131744,SC-20770,3,2016-06-18,2016-06-20,19134,2,2,Not
CA-2016-123512,MV-18190,2,2016-06-17,2016-06-19,90045,3,3,Not
CA-2016-107146,LC-16885,2,2016-06-17,2016-06-19,80501,3,3,Not
CA-2016-140977,JL-15175,4,2016-06-16,2016-06-19,37421,2,1,Not
CA-2016-111682,TB-21055,3,2016-06-17,2016-06-18,12180,3,3,Yes
CA-2016-148593,BD-11320,2,2016-06-16,2016-06-18,90045,2,3,Not
CA-2016-152765,LS-17245,1,2016-06-15,2016-06-18,77036,3,3,Not
CA-2016-132304,AR-10825,2,2016-06-14,2016-06-18,98103,1,2,Not
CA-2016-107216,PV-18985,2,2016-06-14,2016-06-17,94122,3,1,Not
CA-2016-136287,SS-20590,1,2016-06-13,2016-06-17,67212,1,3,Not
CA-2016-133872,VM-21835,4,2016-06-14,2016-06-17,33433,3,3,Not
CA-2016-126795,GT-14710,3,2016-06-13,2016-06-16,10024,2,3,Not
CA-2016-155005,SC-20050,1,2016-06-13,2016-06-15,49201,2,1,Not
US-2016-108497,MH-17290,2,2016-06-14,2016-06-14,90036,4,1,Not
CA-2016-128223,EB-13705,2,2016-06-14,2016-06-14,92804,4,2,Not
CA-2016-125318,RC-19825,1,2016-06-06,2016-06-13,60610,1,3,Not
US-2016-150861,EG-13900,3,2016-03-12,2016-06-12,11572,3,3,Not
CA-2016-136483,AG-10390,4,2016-01-12,2016-06-12,37918,1,3,Yes
CA-2016-124772,JG-15160,4,2016-05-12,2016-06-12,42071,3,3,Not
CA-2016-153598,NM-18520,2,2016-03-12,2016-06-12,90045,3,3,Not
CA-2016-142594,EJ-14155,3,2016-01-12,2016-06-12,2038,2,3,Not
CA-2016-105354,PW-19030,1,2016-02-12,2016-06-12,52302,1,2,Not
CA-2016-114972,PF-19225,2,2016-03-11,2016-06-11,90032,3,3,Not
CA-2016-163328,TP-21565,2,2016-04-11,2016-06-11,97405,2,2,Not
CA-2016-162236,ER-13855,4,2016-04-11,2016-06-11,28205,2,2,Not
CA-2016-140634,HL-15040,1,2016-03-10,2016-06-10,77095,2,3,Not
CA-2016-134376,TT-21265,3,2016-02-10,2016-06-10,10024,1,2,Not
US-2016-115952,JH-15910,1,2016-06-10,2016-06-10,74133,4,3,Yes
CA-2016-116918,JK-15205,4,2016-01-10,2016-06-10,33012,2,3,Not
CA-2016-160815,TR-21325,1,2016-05-09,2016-06-09,52402,3,3,Not
CA-2016-130407,KD-16270,3,2016-02-09,2016-06-09,10024,1,3,Not
CA-2016-151372,JH-15985,2,2016-05-09,2016-06-09,90278,3,3,Yes
US-2016-101616,CY-12745,4,2016-03-09,2016-06-09,71203,3,2,Not
CA-2016-106950,JE-15715,4,2016-02-09,2016-06-09,28205,1,3,Yes
CA-2016-126732,LR-16915,2,2016-02-09,2016-06-09,90036,1,3,Yes
CA-2016-111913,LC-16930,2,2016-04-08,2016-06-08,95823,2,2,Not
CA-2016-130029,GT-14755,2,2016-03-07,2016-06-07,90049,3,3,Not
CA-2016-147137,AA-10645,2,2016-04-07,2016-06-07,94109,3,3,Not
CA-2016-119823,KD-16270,4,2016-04-06,2016-06-06,22153,3,3,Not
US-2016-119046,EH-13765,2,2016-02-06,2016-06-06,98115,1,2,Yes
CA-2016-129728,JG-15310,2,2016-05-30,2016-06-06,90032,1,2,Not
CA-2016-168844,NM-18520,3,2016-05-31,2016-06-06,10011,1,3,Not
CA-2016-164889,CP-12340,2,2016-03-06,2016-06-06,90049,2,2,Not
US-2016-102239,LW-16990,2,2016-05-05,2016-06-05,89015,3,2,Not
CA-2016-104311,AS-10090,1,2016-02-05,2016-06-05,75061,1,3,Not
CA-2016-109400,NR-18550,1,2016-02-05,2016-06-05,79109,1,3,Not
CA-2016-158155,EH-13765,3,2016-02-05,2016-06-05,10009,1,2,Not
CA-2016-149902,DW-13540,3,2016-01-04,2016-06-04,10024,1,3,Not
CA-2016-124100,EH-13990,3,2016-03-31,2016-06-04,10009,1,3,Not
CA-2016-123540,DJ-13420,1,2016-02-04,2016-06-04,53209,2,2,Not
CA-2016-116799,JG-15310,1,2016-03-03,2016-06-03,79762,3,2,Not
CA-2016-101623,RR-19525,3,2016-02-28,2016-06-03,10035,1,2,Not
CA-2016-159891,BF-11170,4,2016-01-31,2016-06-02,30318,1,1,Not
CA-2016-145499,RW-19690,4,2016-05-30,2016-05-31,28403,3,3,Not
CA-2016-148852,SV-20785,2,2016-05-26,2016-05-31,92704,1,3,Not
CA-2016-101791,BS-11665,1,2016-05-27,2016-05-31,60623,1,3,Not
CA-2016-150483,BP-11290,1,2016-05-31,2016-05-31,62521,1,3,Not
CA-2016-108210,AT-10735,1,2016-05-30,2016-05-31,77041,4,3,Not
US-2016-105578,MY-17380,2,2016-05-30,2016-05-30,80134,1,2,Yes
CA-2016-153682,BG-11695,3,2016-05-30,2016-05-30,45231,3,2,Not
CA-2016-139269,JB-16045,4,2016-05-25,2016-05-30,31907,1,1,Yes
CA-2016-113831,AH-10690,4,2016-05-30,2016-05-30,22153,1,2,Not
CA-2016-158547,JM-16195,3,2016-05-30,2016-05-30,45011,1,3,Not
CA-2016-147473,NL-18310,2,2016-05-30,2016-05-30,90049,1,1,Not
CA-2016-152730,EM-14140,1,2016-05-30,2016-05-30,54880,1,1,Not
CA-2016-166380,EB-13750,4,2016-05-30,2016-05-30,22204,1,2,Not
CA-2016-149237,CM-12235,1,2016-05-26,2016-05-30,53209,1,3,Not
CA-2016-168753,RL-19615,4,2016-05-29,2016-05-29,36116,2,3,Not
CA-2016-156573,RB-19360,4,2016-05-29,2016-05-29,37211,1,3,Not
CA-2016-122903,LA-16780,1,2016-05-27,2016-05-29,48205,2,2,Not
CA-2016-154081,JE-15610,2,2016-05-22,2016-05-29,90049,1,2,Not
CA-2016-113236,CP-12085,4,2016-05-26,2016-05-29,33445,2,2,Not
CA-2016-113747,VD-21670,4,2016-05-28,2016-05-28,39212,1,3,Not
CA-2016-133725,KL-16645,1,2016-05-23,2016-05-28,60623,1,3,Not
CA-2016-107202,LC-16930,2,2016-05-21,2016-05-28,89431,1,2,Not
CA-2016-138695,KC-16675,4,2016-05-28,2016-05-28,32303,1,2,Not
CA-2016-134803,CL-12565,2,2016-05-28,2016-05-28,90004,1,3,Yes
CA-2016-155565,EH-13765,3,2016-05-28,2016-05-28,10035,4,2,Not
CA-2016-121377,TN-21040,1,2016-05-28,2016-05-28,60068,1,1,Not
CA-2016-138583,DP-13390,3,2016-05-24,2016-05-28,19120,1,1,Not
CA-2016-125920,SH-19975,1,2016-05-21,2016-05-28,60610,1,2,Not
CA-2016-142762,LD-17005,2,2016-05-23,2016-05-27,94109,1,3,Not
CA-2016-154403,AP-10720,4,2016-05-23,2016-05-27,35630,1,1,Not
CA-2016-146934,AF-10870,3,2016-05-22,2016-05-27,7055,1,3,Not
CA-2016-143714,CC-12370,3,2016-05-23,2016-05-27,19120,1,3,Not
CA-2016-136994,LS-17245,2,2016-05-27,2016-05-27,90045,1,3,Not
CA-2016-119186,MS-17710,1,2016-05-26,2016-05-26,76106,4,3,Not
CA-2016-157266,TB-21280,3,2016-05-26,2016-05-26,20016,1,3,Not
CA-2016-132409,TH-21235,3,2016-05-26,2016-05-26,19134,1,2,Not
CA-2016-114209,AS-10285,1,2016-05-21,2016-05-26,75081,1,2,Not
CA-2016-115917,RB-19465,2,2016-05-20,2016-05-25,94591,1,1,Yes
CA-2016-157245,LE-16810,4,2016-05-19,2016-05-24,22204,1,3,Not
CA-2016-122728,EB-13930,2,2016-05-18,2016-05-24,94110,1,3,Not
CA-2016-169943,BN-11515,3,2016-05-19,2016-05-24,10011,1,3,Not
CA-2016-126935,BT-11395,2,2016-05-19,2016-05-24,94109,1,2,Not
CA-2016-108567,DB-13210,4,2016-05-20,2016-05-24,34952,1,3,Not
CA-2016-136126,EH-14125,4,2016-05-24,2016-05-24,23602,4,1,Not
US-2016-139486,LH-17155,2,2016-05-21,2016-05-23,90032,3,3,Not
CA-2016-122133,JR-15670,3,2016-05-16,2016-05-23,6457,1,3,Not
US-2016-152835,RP-19855,1,2016-05-19,2016-05-23,47905,1,2,Not
CA-2016-146010,EH-14125,2,2016-05-20,2016-05-23,80906,3,1,Not
CA-2016-127642,CP-12340,3,2016-05-21,2016-05-23,2886,3,2,Not
CA-2016-138282,AH-10690,2,2016-05-19,2016-05-23,90008,1,2,Yes
CA-2016-159653,JF-15490,4,2016-05-22,2016-05-22,30605,4,3,Not
US-2016-150567,RP-19855,4,2016-05-17,2016-05-21,32712,1,2,Not
CA-2016-133144,DO-13435,2,2016-05-16,2016-05-21,90036,2,3,Not
CA-2016-152408,TT-21220,3,2016-05-15,2016-05-21,10035,1,3,Not
CA-2016-105256,JK-15730,4,2016-05-20,2016-05-20,28806,4,3,Not
US-2016-146570,SN-20710,4,2016-05-15,2016-05-20,39212,1,1,Not
US-2016-117037,LW-17215,1,2016-05-17,2016-05-20,60653,3,3,Not
US-2016-148901,MK-17905,4,2016-05-14,2016-05-19,32216,1,2,Not
CA-2016-141180,DP-13000,4,2016-05-15,2016-05-19,33311,2,3,Not
CA-2016-165673,MN-17935,3,2016-05-15,2016-05-19,45503,2,3,Not
CA-2016-130638,SC-20095,2,2016-05-16,2016-05-19,90045,2,3,Yes
CA-2016-158435,AG-10900,3,2016-05-17,2016-05-18,6708,3,3,Not
CA-2016-141019,LH-17155,3,2016-05-14,2016-05-14,45231,4,3,Not
CA-2016-108224,TH-21235,2,2016-05-14,2016-05-14,85364,4,2,Not
CA-2016-113621,JE-15745,3,2016-01-12,2016-05-12,20852,1,3,Not
CA-2016-126004,BM-11140,3,2016-04-12,2016-05-12,10024,3,3,Not
US-2016-150035,CL-11890,2,2016-01-12,2016-05-12,94122,1,3,Not
CA-2016-157336,SJ-20500,3,2016-01-12,2016-05-12,6824,2,3,Not
CA-2016-104689,FH-14365,2,2016-01-12,2016-05-12,90004,1,2,Yes
CA-2016-159212,KM-16375,4,2016-01-11,2016-05-11,24153,1,1,Yes
CA-2016-166443,LH-17020,2,2016-04-11,2016-05-11,94122,3,3,Not
CA-2016-143441,EB-14170,1,2016-05-11,2016-05-11,78041,4,3,Not
CA-2016-159023,NW-18400,2,2016-03-11,2016-05-11,97206,3,3,Yes
CA-2016-139157,GM-14680,3,2016-01-10,2016-05-10,10024,1,3,Not
CA-2016-158099,PK-18910,3,2016-03-09,2016-05-09,19143,3,1,Not
CA-2016-155481,DK-13225,3,2016-01-09,2016-05-09,19140,1,2,Not
CA-2016-132143,FM-14215,3,2016-03-09,2016-05-09,6457,3,2,Not
CA-2016-116526,JA-15970,1,2016-01-09,2016-05-09,48227,1,3,Not
CA-2016-106278,BM-11140,2,2016-02-09,2016-05-09,98198,2,3,Not
US-2016-128195,RA-19285,1,2016-04-08,2016-05-08,61604,3,3,Not
CA-2016-104150,AG-10330,1,2016-03-08,2016-05-08,74133,2,3,Not
CA-2016-144337,SG-20890,1,2016-01-08,2016-05-08,79109,2,2,Not
US-2016-128293,KC-16255,3,2016-02-06,2016-05-06,19120,3,2,Not
US-2016-120460,BF-11170,1,2016-04-30,2016-05-05,75081,1,1,Not
CA-2016-137204,BO-11350,2,2016-04-28,2016-05-05,90045,1,2,Not
CA-2016-129280,SM-20905,3,2016-03-05,2016-05-05,43055,3,3,Not
CA-2016-161473,TB-21175,3,2016-01-04,2016-05-04,10035,1,2,Not
CA-2016-159142,ME-17320,4,2016-04-04,2016-05-04,22153,3,1,Not
CA-2016-111213,FP-14320,3,2016-01-04,2016-05-04,10009,1,3,Not
CA-2016-127985,DB-12910,4,2016-01-04,2016-05-04,31907,2,1,Not
US-2016-143819,KD-16270,3,2016-01-03,2016-05-03,10701,1,3,Not
US-2016-108504,PP-18955,4,2016-05-02,2016-05-02,30080,4,1,Not
CA-2015-156377,TB-21625,1,2015-12-31,2016-05-01,75051,1,3,Not
CA-2016-125206,LR-16915,2,2016-03-01,2016-05-01,90045,3,3,Not
CA-2015-130855,RF-19840,3,2015-12-29,2016-05-01,10035,1,3,Not
CA-2016-154788,JL-15835,3,2016-04-30,2016-04-30,10011,1,3,Not
CA-2016-144792,KD-16615,2,2016-04-30,2016-04-30,85254,1,2,Not
CA-2016-167605,RB-19570,1,2016-04-28,2016-04-30,60174,2,3,Not
US-2016-150147,JL-15850,3,2016-04-25,2016-04-29,19134,2,3,Not
CA-2016-109869,TN-21040,2,2016-04-22,2016-04-29,85023,1,1,Yes
CA-2016-101329,MM-17920,3,2016-04-22,2016-04-29,13440,1,3,Not
CA-2016-130001,HK-14890,4,2016-04-23,2016-04-28,28205,1,2,Not
CA-2016-161816,NB-18655,1,2016-04-28,2016-04-28,75217,3,2,Not
CA-2016-152814,EH-14005,2,2016-04-28,2016-04-28,80219,1,1,Yes
CA-2016-149279,CL-12700,2,2016-04-24,2016-04-28,80906,1,1,Not
CA-2016-162138,GK-14620,2,2016-04-23,2016-04-27,92345,1,2,Yes
CA-2016-168081,CA-12055,1,2016-04-24,2016-04-27,77070,2,1,Not
CA-2016-109057,TT-21460,1,2016-04-22,2016-04-27,60505,1,1,Not
CA-2016-138933,JL-15130,2,2016-04-24,2016-04-27,92503,3,3,Not
CA-2016-126270,AF-10870,2,2016-04-23,2016-04-27,92672,1,3,Not
CA-2016-113061,EL-13735,1,2016-04-22,2016-04-26,65109,1,1,Not
US-2016-103646,SP-20545,1,2016-04-21,2016-04-26,60623,1,2,Not
CA-2016-147578,PG-18895,2,2016-04-22,2016-04-26,94122,2,3,Not
CA-2016-124149,MJ-17740,3,2016-04-23,2016-04-26,43130,3,3,Not
CA-2016-139556,DB-13360,3,2016-04-26,2016-04-26,10009,1,1,Not
CA-2016-109666,KM-16720,3,2016-04-19,2016-04-26,10035,1,3,Not
US-2016-161396,GM-14455,3,2016-04-19,2016-04-25,43229,1,1,Not
US-2016-115819,JO-15280,2,2016-04-19,2016-04-24,90049,2,3,Not
CA-2016-151498,DN-13690,2,2016-04-21,2016-04-24,98115,3,3,Not
CA-2016-155551,CR-12580,1,2016-04-18,2016-04-23,60126,1,1,Not
US-2016-164588,AP-10915,4,2016-04-16,2016-04-23,31907,1,3,Not
CA-2016-125087,TH-21115,1,2016-04-18,2016-04-23,77070,1,2,Not
CA-2016-144785,CS-12490,3,2016-04-18,2016-04-23,10009,1,2,Not
US-2016-159415,CS-12175,4,2016-04-17,2016-04-22,38401,1,2,Not
CA-2016-166282,PK-19075,4,2016-04-16,2016-04-22,37211,1,3,Not
CA-2016-139381,RF-19840,4,2016-04-18,2016-04-22,23320,1,3,Not
US-2016-123750,RB-19795,4,2016-04-15,2016-04-21,28052,1,1,Not
CA-2016-149111,BF-11170,4,2016-04-17,2016-04-21,27604,2,1,Not
US-2016-133508,SW-20350,1,2016-04-17,2016-04-21,68104,1,1,Not
CA-2016-108735,JM-15535,2,2016-04-17,2016-04-21,90712,1,3,Not
CA-2016-146423,BT-11680,3,2016-04-21,2016-04-21,6460,4,3,Not
US-2016-107440,BS-11365,3,2016-04-16,2016-04-20,8701,1,2,Not
US-2016-132423,MY-18295,1,2016-04-15,2016-04-19,76051,1,2,Not
CA-2016-164735,TB-21400,4,2016-04-14,2016-04-19,22304,2,3,Not
CA-2016-148796,PB-19150,2,2016-04-14,2016-04-18,90004,1,3,Yes
CA-2016-105473,BM-11785,2,2016-04-16,2016-04-18,98115,2,3,Not
CA-2016-136406,BD-11320,2,2016-04-15,2016-04-17,94110,2,3,Not
CA-2016-117849,JK-16120,2,2016-04-15,2016-04-17,92105,2,1,Not
CA-2016-166625,JM-15580,3,2016-04-14,2016-04-17,21215,3,3,Not
CA-2016-152800,SP-20920,2,2016-04-13,2016-04-15,94109,3,3,Not
CA-2016-112669,KT-16465,2,2016-04-14,2016-04-14,85301,4,3,Not
CA-2016-129903,GZ-14470,1,2016-01-12,2016-04-12,55901,2,3,Not
CA-2016-164770,MY-18295,1,2016-02-12,2016-04-12,77036,2,2,Not
CA-2016-143308,RC-19825,4,2016-04-11,2016-04-11,40214,4,3,Not
CA-2016-100671,CS-12490,1,2016-01-11,2016-04-11,77301,3,2,Not
CA-2016-146766,TT-21220,2,2016-04-11,2016-04-11,91911,4,3,Not
CA-2016-121601,MO-17500,1,2016-04-10,2016-04-10,75056,4,3,Not
CA-2016-120859,CV-12805,2,2016-01-09,2016-04-09,94110,3,2,Not
CA-2016-113096,SZ-20035,2,2016-02-09,2016-04-09,94122,3,1,Not
CA-2016-129847,TA-21385,1,2016-02-09,2016-04-09,60653,3,1,Not
CA-2016-129630,IM-15055,2,2016-04-09,2016-04-09,94122,4,3,Not
CA-2016-156265,BF-11020,2,2016-02-08,2016-04-08,90032,2,2,Not
CA-2016-103107,RB-19465,2,2016-04-07,2016-04-07,98103,4,1,Not
CA-2016-165848,EN-13780,3,2016-04-06,2016-04-06,10035,4,3,Not
CA-2016-164784,HF-14995,4,2016-01-05,2016-04-05,38109,3,3,Not
CA-2016-101525,CM-12235,4,2016-01-05,2016-04-05,72209,2,3,Not
CA-2016-111283,LC-16870,3,2016-02-29,2016-04-03,43055,1,3,Not
CA-2016-129238,SC-20050,2,2016-01-31,2016-04-02,90045,1,1,Not
CA-2016-158043,JK-15325,3,2016-01-31,2016-04-02,8401,2,2,Not
CA-2016-114944,HE-14800,1,2016-01-30,2016-04-02,60623,1,2,Not
CA-2016-158841,SE-20110,4,2016-02-02,2016-04-02,22204,2,3,Not
CA-2015-109197,JO-15280,2,2015-12-31,2016-04-01,59801,1,3,Not
CA-2015-120901,BG-11035,1,2015-12-31,2016-04-01,78745,1,3,Not
CA-2016-162901,AS-10045,4,2016-03-28,2016-03-31,22204,3,2,Not
US-2016-151827,CS-11950,3,2016-03-31,2016-03-31,19134,2,3,Yes
CA-2016-131380,CC-12220,2,2016-03-28,2016-03-31,90032,2,3,Not
CA-2016-119074,DS-13180,4,2016-03-27,2016-03-31,31907,1,2,Not
CA-2016-123666,SP-20545,3,2016-03-26,2016-03-30,10011,1,2,Not
CA-2016-128258,CP-12085,3,2016-03-30,2016-03-30,6360,3,2,Not
CA-2016-152555,ME-17320,1,2016-03-29,2016-03-29,60653,2,1,Not
CA-2016-167556,JM-15250,3,2016-03-29,2016-03-29,10009,1,3,Not
CA-2016-127236,TB-21595,3,2016-03-29,2016-03-29,45503,1,3,Not
US-2016-164189,DR-12880,2,2016-03-24,2016-03-28,97030,1,2,Not
US-2016-133879,KT-16465,1,2016-03-21,2016-03-28,60623,1,3,Not
CA-2016-161361,MV-17485,2,2016-03-26,2016-03-28,83201,2,3,Not
US-2016-162677,DB-13210,4,2016-03-26,2016-03-27,28540,3,3,Not
CA-2016-120082,DK-12835,3,2016-03-25,2016-03-27,10024,2,2,Not
CA-2016-113803,VG-21805,1,2016-03-24,2016-03-26,47374,3,2,Not
CA-2016-130911,DC-12850,3,2016-03-24,2016-03-26,44105,2,3,Not
CA-2016-107615,RB-19645,2,2016-03-22,2016-03-25,89031,3,2,Not
CA-2016-162747,AH-10030,4,2016-03-20,2016-03-25,39503,2,2,Not
CA-2016-134887,TB-21280,1,2016-03-25,2016-03-25,73071,4,3,Not
CA-2016-163153,DM-12955,1,2016-03-21,2016-03-25,77036,1,2,Not
US-2016-156986,ZC-21910,2,2016-03-20,2016-03-24,97301,1,3,Yes
CA-2016-127670,RD-19660,1,2016-03-20,2016-03-24,63376,1,1,Not
CA-2016-118178,CC-12610,4,2016-03-19,2016-03-24,37211,1,2,Not
CA-2016-128111,CS-12355,3,2016-03-17,2016-03-23,2148,1,3,Not
CA-2016-150889,PB-19105,1,2016-03-20,2016-03-22,60201,2,3,Not
CA-2016-118899,MC-17275,2,2016-03-22,2016-03-22,98103,4,3,Yes
US-2016-120929,RO-19780,4,2016-03-18,2016-03-21,38109,2,3,Not
CA-2016-106383,BT-11440,2,2016-03-19,2016-03-21,80122,2,3,Not
CA-2016-136371,SV-20935,3,2016-03-19,2016-03-21,11572,2,3,Not
CA-2016-133802,SP-20650,2,2016-03-14,2016-03-20,94061,1,2,Yes
CA-2016-113292,DB-13060,4,2016-03-18,2016-03-20,38401,2,3,Not
US-2016-113509,PL-18925,3,2016-03-15,2016-03-19,19143,1,1,Not
US-2016-154361,HZ-14950,3,2016-03-14,2016-03-19,43229,1,3,Not
CA-2016-134544,AC-10660,2,2016-03-17,2016-03-19,94109,2,3,Not
CA-2016-102134,SP-20545,1,2016-03-14,2016-03-19,54302,1,2,Not
CA-2016-140571,SJ-20125,4,2016-03-15,2016-03-19,39212,1,1,Not
CA-2016-149272,MY-18295,1,2016-03-15,2016-03-19,77803,1,2,Not
CA-2016-159373,LT-17110,1,2016-03-13,2016-03-18,78207,1,3,Not
US-2016-108637,AB-10060,4,2016-03-13,2016-03-18,22980,1,1,Not
CA-2016-119123,DB-13360,2,2016-03-13,2016-03-18,92503,1,1,Not
CA-2016-115476,VM-21835,3,2016-03-17,2016-03-17,19711,4,3,Not
CA-2016-162082,JS-15880,1,2016-03-14,2016-03-17,78550,3,3,Not
CA-2016-131737,GZ-14470,3,2016-03-17,2016-03-17,21044,4,3,Not
CA-2016-158834,TW-21025,2,2016-03-13,2016-03-16,85254,3,1,Not
