"cliente","genero","nivel_educativo","ocupacion","propietario_casa","estado_civil","ingreso_anual","numero_hijos","unidades_compradas"
"2197","M","Universitaria Incompleta","Independiente","No","Casado",80000,3,"1"
"2198","F","Universitaria Incompleta","Independiente","No","Soltero",90000,0,"1"
"2199","F","Universitaria Postgrado","Empresario","No","Soltero",50000,2,"1"
"22","M","Universitaria Incompleta","Empleado","No","Casado",20000,0,"1"
"220","M","Universitaria Postgrado","Deportista","Si","Soltero",20000,1,"1"
"2200","M","Universitaria Completa","Empresario","No","Casado",70000,4,"1"
"2201","F","Universitaria Completa","Empresario","No","Casado",130000,1,"1"
"2202","F","Universitaria Incompleta","Independiente","No","Casado",60000,2,"1"
"2203","M","Universitaria Postgrado","Empresario","No","Soltero",130000,2,"1"
"2204","F","Universitaria Completa","Deportista","No","Soltero",30000,1,"1"
"2205","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"2206","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2207","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2208","M","Universitaria Incompleta","Independiente","No","Soltero",90000,5,"1"
"2209","M","Secundaria Completa","Independiente","No","Soltero",160000,2,"1"
"221","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"2210","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"2211","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2212","M","Universitaria Completa","Deportista","No","Soltero",30000,1,"1"
"2213","M","Universitaria Completa","Deportista","No","Casado",40000,0,"1"
"2214","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"2215","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2216","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"2217","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"2218","F","Universitaria Incompleta","Deportista","No","Casado",40000,2,"1"
"2219","F","Universitaria Incompleta","Independiente","No","Casado",170000,4,"1"
"222","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"2220","F","Universitaria Postgrado","Empresario","No","Soltero",90000,2,"1"
"2221","F","Universitaria Postgrado","Empresario","No","Casado",100000,0,"1"
"2222","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"2223","M","Universitaria Incompleta","Empleado","No","Soltero",80000,1,"1"
"2224","M","Secundaria Completa","Empleado","No","Casado",80000,2,"1"
"2225","M","Universitaria Completa","Independiente","No","Casado",80000,0,"1"
"2226","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"2227","M","Universitaria Postgrado","Empresario","No","Soltero",120000,1,"1"
"2228","F","Universitaria Postgrado","Empresario","No","Soltero",130000,1,"1"
"2229","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"223","M","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2230","F","Secundaria Completa","Empleado","No","Casado",30000,3,"1"
"2231","M","Universitaria Incompleta","Empleado","No","Soltero",70000,2,"1"
"2232","M","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"2233","M","Universitaria Incompleta","Comerciante","No","Casado",10000,0,"1"
"2234","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"2235","F","Universitaria Completa","Deportista","No","Casado",20000,0,"1"
"2236","F","Universitaria Completa","Deportista","No","Soltero",20000,0,"1"
"2237","M","Universitaria Completa","Independiente","No","Casado",80000,0,"1"
"2238","M","Universitaria Postgrado","Empresario","No","Soltero",90000,1,"1"
"2239","F","Universitaria Postgrado","Empresario","No","Casado",90000,1,"1"
"224","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,4,"1"
"2240","M","Universitaria Completa","Independiente","No","Soltero",60000,2,"1"
"2241","M","Universitaria Postgrado","Empresario","No","Casado",100000,5,"1"
"2242","F","Universitaria Incompleta","Empleado","No","Soltero",60000,1,"1"
"2243","F","Universitaria Incompleta","Empleado","No","Soltero",80000,2,"1"
"2244","F","Universitaria Incompleta","Deportista","No","Soltero",30000,2,"1"
"2245","M","Universitaria Incompleta","Deportista","No","Soltero",30000,3,"1"
"2246","M","Universitaria Incompleta","Deportista","No","Soltero",30000,3,"1"
"2247","F","Universitaria Postgrado","Independiente","No","Casado",60000,0,"1"
"2248","F","Universitaria Incompleta","Empleado","No","Soltero",50000,0,"1"
"2249","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"225","M","Universitaria Postgrado","Deportista","Si","Casado",30000,3,"1"
"2250","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"2251","M","Universitaria Postgrado","Independiente","No","Soltero",60000,1,"1"
"2252","M","Universitaria Postgrado","Empleado","No","Casado",60000,1,"1"
"2253","F","Universitaria Postgrado","Independiente","No","Casado",60000,1,"1"
"2254","M","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"2255","M","Universitaria Incompleta","Empleado","No","Casado",60000,1,"1"
"2256","M","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"2257","M","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"2258","M","Secundaria Completa","Empleado","Si","Soltero",40000,0,"1"
"2259","M","Universitaria Completa","Empresario","Si","Casado",60000,4,"1"
"226","M","Secundaria Completa","Empresario","Si","Casado",170000,5,"1"
"2260","F","Universitaria Completa","Empresario","Si","Casado",70000,3,"1"
"2261","M","Secundaria Completa","Empleado","Si","Casado",30000,0,"1"
"2262","M","Universitaria Postgrado","Independiente","Si","Soltero",80000,3,"1"
"2263","M","Secundaria Completa","Empleado","Si","Casado",40000,0,"1"
"2264","M","Universitaria Postgrado","Empresario","Si","Soltero",120000,2,"1"
"2265","F","Universitaria Completa","Empresario","Si","Soltero",80000,4,"1"
"2266","M","Universitaria Completa","Empresario","Si","Casado",60000,4,"1"
"2267","F","Universitaria Incompleta","Independiente","Si","Soltero",70000,0,"1"
"2268","M","Secundaria Completa","Empleado","Si","Soltero",30000,0,"1"
"2269","F","Secundaria Completa","Independiente","Si","Casado",70000,5,"1"
"227","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2270","M","Universitaria Completa","Empresario","Si","Casado",60000,4,"1"
"2271","F","Universitaria Completa","Empresario","Si","Soltero",70000,4,"1"
"2272","M","Universitaria Completa","Empresario","Si","Casado",60000,4,"1"
"2273","F","Secundaria Completa","Independiente","Si","Casado",60000,3,"1"
"2274","F","Universitaria Incompleta","Independiente","Si","Soltero",60000,2,"1"
"2275","M","Universitaria Completa","Empresario","Si","Casado",70000,4,"1"
"2276","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"2277","F","Universitaria Incompleta","Independiente","Si","Casado",90000,5,"1"
"2278","M","Secundaria Completa","Independiente","Si","Casado",60000,3,"1"
"2279","M","Universitaria Incompleta","Independiente","Si","Soltero",100000,4,"1"
"228","M","Universitaria Postgrado","Empresario","Si","Casado",130000,1,"1"
"2280","M","Universitaria Completa","Empresario","Si","Soltero",110000,2,"1"
"2281","F","Universitaria Completa","Empresario","Si","Casado",90000,5,"1"
"2282","F","Universitaria Completa","Empresario","Si","Soltero",70000,4,"1"
"2283","M","Universitaria Incompleta","Independiente","Si","Casado",60000,2,"1"
"2284","F","Universitaria Incompleta","Independiente","Si","Casado",70000,4,"1"
"2285","F","Universitaria Incompleta","Independiente","Si","Casado",90000,5,"1"
"2286","F","Universitaria Postgrado","Empresario","Si","Soltero",60000,4,"1"
"2287","F","Universitaria Incompleta","Independiente","Si","Soltero",60000,2,"1"
"2288","M","Secundaria Incompleta","Empleado","Si","Casado",80000,3,"1"
"2289","F","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"229","M","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"2290","M","Universitaria Completa","Empresario","Si","Casado",70000,5,"1"
"2291","M","Secundaria Incompleta","Empleado","Si","Casado",80000,2,"1"
"2292","M","Universitaria Completa","Empresario","Si","Soltero",110000,2,"1"
"2293","F","Secundaria Completa","Independiente","Si","Soltero",70000,4,"1"
"2294","F","Universitaria Completa","Empresario","Si","Casado",150000,2,"1"
"2295","M","Universitaria Incompleta","Independiente","Si","Casado",70000,3,"1"
"2296","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,2,"1"
"2297","F","Universitaria Completa","Empresario","Si","Casado",130000,1,"1"
"2298","M","Universitaria Postgrado","Empresario","Si","Soltero",50000,2,"1"
"2299","F","Universitaria Postgrado","Empresario","Si","Casado",70000,4,"1"
"23","M","Universitaria Incompleta","Independiente","Si","Soltero",100000,1,"1"
"230","M","Universitaria Completa","Independiente","Si","Soltero",100000,0,"1"
"2300","F","Secundaria Completa","Independiente","Si","Casado",70000,3,"1"
"2301","M","Universitaria Completa","Empresario","Si","Casado",90000,5,"1"
"2302","F","Universitaria Postgrado","Empresario","Si","Casado",150000,1,"1"
"2303","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"2304","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"2305","F","Universitaria Postgrado","Empleado","Si","Soltero",30000,0,"1"
"2306","M","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2307","M","Secundaria Incompleta","Deportista","Si","Soltero",20000,3,"1"
"2308","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2309","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"231","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"2310","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2311","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2312","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2313","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2314","M","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2315","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,4,"1"
"2316","M","Universitaria Incompleta","Comerciante","Si","Soltero",30000,2,"1"
"2317","M","Universitaria Incompleta","Independiente","Si","Soltero",80000,4,"1"
"2318","F","Secundaria Incompleta","Empleado","Si","Casado",70000,5,"1"
"2319","M","Secundaria Completa","Empresario","Si","Soltero",80000,5,"1"
"232","M","Universitaria Completa","Empresario","Si","Soltero",40000,2,"1"
"2320","F","Universitaria Postgrado","Deportista","Si","Soltero",30000,4,"1"
"2321","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,2,"1"
"2322","M","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2323","F","Secundaria Incompleta","Comerciante","Si","Soltero",10000,4,"1"
"2324","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"2325","M","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"2326","M","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2327","F","Secundaria Completa","Comerciante","Si","Soltero",20000,4,"1"
"2328","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"2329","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"233","M","Secundaria Completa","Empleado","Si","Soltero",80000,2,"1"
"2330","F","Secundaria Completa","Comerciante","Si","Soltero",10000,2,"1"
"2331","M","Secundaria Completa","Comerciante","Si","Soltero",10000,2,"1"
"2332","M","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2333","F","Universitaria Postgrado","Deportista","Si","Soltero",40000,0,"1"
"2334","F","Universitaria Incompleta","Independiente","Si","Casado",110000,4,"1"
"2335","M","Universitaria Completa","Deportista","Si","Soltero",20000,1,"1"
"2336","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"2337","F","Universitaria Incompleta","Comerciante","Si","Casado",20000,1,"1"
"2338","F","Universitaria Completa","Deportista","Si","Soltero",30000,0,"1"
"2339","F","Secundaria Completa","Independiente","Si","Soltero",90000,3,"1"
"234","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"2340","F","Universitaria Incompleta","Independiente","Si","Casado",110000,2,"1"
"2341","M","Universitaria Completa","Empresario","Si","Casado",170000,0,"1"
"2342","F","Secundaria Completa","Independiente","Si","Casado",130000,4,"1"
"2343","F","Secundaria Completa","Independiente","Si","Soltero",120000,3,"1"
"2344","M","Secundaria Completa","Independiente","Si","Soltero",120000,3,"1"
"2345","F","Secundaria Completa","Independiente","Si","Soltero",120000,3,"1"
"2346","F","Secundaria Completa","Independiente","Si","Casado",150000,3,"1"
"2347","F","Universitaria Postgrado","Comerciante","Si","Casado",10000,0,"1"
"2348","F","Universitaria Postgrado","Deportista","Si","Casado",20000,1,"1"
"2349","M","Universitaria Completa","Deportista","Si","Casado",20000,1,"1"
"235","M","Secundaria Incompleta","Independiente","Si","Casado",120000,0,"1"
"2350","M","Universitaria Completa","Deportista","Si","Soltero",20000,1,"1"
"2351","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"2352","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,3,"1"
"2353","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2354","M","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2355","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2356","F","Universitaria Completa","Independiente","Si","Casado",40000,0,"1"
"2357","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"2358","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2359","M","Universitaria Completa","Deportista","Si","Soltero",30000,1,"1"
"236","M","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"2360","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,3,"1"
"2361","M","Universitaria Incompleta","Comerciante","Si","Soltero",30000,2,"1"
"2362","M","Secundaria Completa","Comerciante","Si","Soltero",20000,3,"1"
"2363","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,0,"1"
"2364","F","Universitaria Incompleta","Deportista","Si","Casado",30000,1,"1"
"2365","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2366","F","Universitaria Completa","Deportista","Si","Soltero",30000,1,"1"
"2367","M","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"2368","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2369","M","Universitaria Incompleta","Independiente","Si","Casado",130000,4,"1"
"237","M","Universitaria Completa","Independiente","Si","Casado",60000,2,"1"
"2370","M","Universitaria Completa","Empresario","Si","Casado",170000,4,"1"
"2371","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2372","M","Universitaria Postgrado","Empleado","Si","Soltero",50000,0,"1"
"2373","F","Universitaria Completa","Empresario","Si","Casado",110000,3,"1"
"2374","F","Universitaria Incompleta","Independiente","Si","Casado",130000,4,"1"
"2375","M","Universitaria Incompleta","Independiente","Si","Soltero",80000,4,"1"
"2376","M","Secundaria Completa","Empresario","Si","Casado",110000,4,"1"
"2377","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2378","F","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"2379","F","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"238","M","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"2380","M","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"2381","F","Universitaria Postgrado","Empresario","Si","Soltero",80000,4,"1"
"2382","M","Universitaria Postgrado","Empresario","Si","Casado",80000,4,"1"
"2383","F","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"2384","M","Universitaria Completa","Independiente","Si","Casado",70000,5,"1"
"2385","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"2386","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"2387","M","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"2388","M","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"2389","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"239","M","Universitaria Postgrado","Empresario","Si","Soltero",100000,0,"1"
"2390","F","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"2391","F","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"2392","M","Universitaria Postgrado","Empresario","Si","Soltero",60000,2,"1"
"2393","M","Secundaria Completa","Empleado","Si","Soltero",30000,3,"1"
"2394","F","Universitaria Incompleta","Empleado","Si","Soltero",70000,2,"1"
"2395","F","Universitaria Completa","Empresario","Si","Casado",110000,4,"1"
"2396","M","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"2397","M","Secundaria Completa","Empresario","Si","Casado",110000,0,"1"
"2398","M","Universitaria Completa","Empresario","Si","Casado",130000,0,"1"
"2399","M","Universitaria Completa","Independiente","Si","Soltero",80000,0,"1"
"24","M","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"240","M","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"2400","M","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"2401","F","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"2402","F","Universitaria Postgrado","Empresario","Si","Soltero",80000,4,"1"
"2403","F","Universitaria Postgrado","Empresario","Si","Casado",90000,1,"1"
"2404","F","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"2405","M","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"2406","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"2407","F","Universitaria Completa","Independiente","Si","Soltero",90000,1,"1"
"2408","M","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"2409","M","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"241","M","Universitaria Incompleta","Empleado","Si","Casado",40000,3,"1"
"2410","M","Universitaria Incompleta","Empleado","Si","Soltero",70000,2,"1"
"2411","M","Secundaria Completa","Empleado","Si","Soltero",80000,2,"1"
"2412","F","Universitaria Completa","Empresario","Si","Casado",100000,1,"1"
"2413","M","Universitaria Incompleta","Comerciante","Si","Casado",10000,0,"1"
"2414","F","Secundaria Completa","Comerciante","Si","Casado",10000,1,"1"
"2415","F","Universitaria Completa","Deportista","Si","Soltero",20000,0,"1"
"2416","M","Universitaria Incompleta","Comerciante","Si","Casado",10000,0,"1"
"2417","M","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"2418","M","Universitaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"2419","F","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"242","M","Universitaria Incompleta","Empleado","Si","Casado",70000,2,"1"
"2420","F","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"2421","F","Universitaria Postgrado","Empresario","Si","Soltero",120000,1,"1"
"2422","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"2423","M","Universitaria Completa","Independiente","Si","Soltero",60000,3,"1"
"2424","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"2425","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"2426","M","Universitaria Completa","Independiente","Si","Soltero",90000,1,"1"
"2427","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"2428","F","Universitaria Incompleta","Empleado","Si","Casado",70000,5,"1"
"2429","M","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"243","M","Secundaria Completa","Empleado","Si","Casado",80000,2,"1"
"2430","F","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"2431","F","Universitaria Incompleta","Empleado","Si","Casado",40000,3,"1"
"2432","F","Universitaria Incompleta","Empleado","Si","Casado",70000,2,"1"
"2433","F","Universitaria Incompleta","Empleado","Si","Casado",70000,2,"1"
"2434","F","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"2435","F","Universitaria Postgrado","Independiente","Si","Casado",60000,2,"1"
"2436","F","Universitaria Completa","Independiente","Si","Soltero",40000,0,"1"
"2437","F","Universitaria Incompleta","Independiente","Si","Casado",60000,2,"1"
"2438","F","Universitaria Incompleta","Independiente","Si","Casado",60000,2,"1"
"2439","M","Universitaria Incompleta","Empleado","Si","Casado",60000,0,"1"
"244","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"2440","F","Universitaria Postgrado","Empleado","Si","Casado",50000,0,"1"
"2441","F","Universitaria Completa","Independiente","Si","Soltero",70000,4,"1"
"2442","F","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"2443","F","Universitaria Postgrado","Empleado","Si","Casado",60000,1,"1"
"2444","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2445","M","Universitaria Completa","Empleado","Si","Casado",60000,4,"1"
"2446","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2447","F","Universitaria Completa","Empresario","Si","Casado",60000,5,"1"
"2448","M","Universitaria Completa","Empresario","No","Casado",80000,0,"1"
"2449","M","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"245","M","Secundaria Incompleta","Independiente","Si","Casado",120000,0,"1"
"2450","M","Secundaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"2451","M","Secundaria Completa","Empleado","Si","Casado",30000,0,"1"
"2452","M","Universitaria Incompleta","Empleado","No","Soltero",40000,0,"1"
"2453","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"2454","M","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"2455","M","Secundaria Completa","Independiente","Si","Soltero",70000,3,"1"
"2456","M","Universitaria Completa","Empresario","No","Casado",130000,2,"1"
"2457","F","Universitaria Completa","Empresario","Si","Soltero",60000,5,"1"
"2458","M","Universitaria Incompleta","Independiente","Si","Soltero",60000,2,"1"
"2459","F","Secundaria Completa","Independiente","Si","Soltero",70000,2,"1"
"246","M","Universitaria Completa","Deportista","Si","Soltero",20000,0,"1"
"2460","M","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"2461","M","Universitaria Completa","Empresario","Si","Casado",70000,5,"1"
"2462","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,5,"1"
"2463","F","Universitaria Incompleta","Independiente","Si","Soltero",70000,5,"1"
"2464","F","Universitaria Incompleta","Independiente","Si","Soltero",120000,1,"1"
"2465","F","Universitaria Incompleta","Independiente","Si","Casado",100000,1,"1"
"2466","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,0,"1"
"2467","F","Universitaria Completa","Empresario","Si","Casado",130000,1,"1"
"2468","F","Universitaria Incompleta","Independiente","No","Casado",40000,3,"1"
"2469","F","Secundaria Incompleta","Empleado","Si","Soltero",80000,2,"1"
"247","M","Secundaria Incompleta","Empleado","Si","Casado",70000,2,"1"
"2470","M","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"2471","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,0,"1"
"2472","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2473","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2474","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"2475","M","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2476","M","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"2477","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"2478","F","Universitaria Postgrado","Comerciante","Si","Casado",10000,0,"1"
"2479","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"248","M","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"2480","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"2481","M","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"2482","F","Universitaria Postgrado","Deportista","Si","Casado",30000,3,"1"
"2483","F","Universitaria Completa","Deportista","Si","Soltero",30000,0,"1"
"2484","M","Universitaria Completa","Empresario","Si","Soltero",120000,4,"1"
"2485","M","Universitaria Completa","Deportista","Si","Casado",20000,1,"1"
"2486","F","Universitaria Incompleta","Comerciante","Si","Casado",20000,1,"1"
"2487","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"2488","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"2489","M","Secundaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"249","M","Universitaria Completa","Empleado","Si","Casado",60000,2,"1"
"2490","F","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"2491","F","Secundaria Completa","Comerciante","No","Soltero",20000,1,"1"
"2492","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2493","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2494","F","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"2495","M","Secundaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"2496","M","Secundaria Completa","Comerciante","Si","Soltero",20000,3,"1"
"2497","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2498","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"2499","M","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"25","M","Universitaria Completa","Empresario","No","Casado",70000,4,"1"
"250","M","Universitaria Completa","Empleado","Si","Casado",70000,2,"1"
"2500","F","Universitaria Completa","Comerciante","Si","Soltero",20000,1,"1"
"2501","F","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"2502","M","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"2503","F","Universitaria Completa","Empresario","No","Soltero",170000,2,"1"
"2504","M","Secundaria Incompleta","Independiente","Si","Casado",160000,5,"1"
"2505","M","Universitaria Completa","Independiente","Si","Casado",70000,5,"1"
"2506","F","Universitaria Completa","Independiente","No","Soltero",60000,2,"1"
"2507","M","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"2508","F","Universitaria Completa","Independiente","Si","Soltero",60000,1,"1"
"2509","F","Universitaria Postgrado","Empresario","No","Soltero",100000,0,"1"
"251","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"2510","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"2511","F","Universitaria Completa","Independiente","Si","Soltero",90000,2,"1"
"2512","F","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"2513","M","Universitaria Completa","Empresario","Si","Soltero",40000,2,"1"
"2514","M","Secundaria Completa","Empleado","No","Casado",30000,3,"1"
"2515","F","Universitaria Completa","Empresario","Si","Casado",120000,1,"1"
"2516","F","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"2517","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"2518","F","Universitaria Completa","Independiente","No","Casado",70000,0,"1"
"2519","M","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"252","M","Secundaria Completa","Independiente","Si","Casado",30000,4,"1"
"2520","F","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"2521","M","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"2522","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"2523","M","Universitaria Postgrado","Empresario","No","Soltero",100000,1,"1"
"2524","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"2525","M","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"2526","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"2527","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"2528","M","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"2529","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"253","M","Secundaria Completa","Empleado","Si","Casado",30000,2,"1"
"2530","M","Universitaria Postgrado","Empresario","Si","Soltero",50000,2,"1"
"2531","M","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"2532","F","Secundaria Completa","Empleado","No","Casado",30000,3,"1"
